timestamp,P1,A1,D1
03-04-2019 23:00:04:863,0.15424184312774264,-0.02979564777988447,0.7376884157942475
03-04-2019 23:00:04:900,1.8366250286836934,0.10679171884578531,0.24796503307242213
03-04-2019 23:00:04:940,1.5140159681871679,-1.1455422286070265,0.39329039518430275
03-04-2019 23:00:04:976,2.1965654833378627,-0.9140313202946795,-0.3581204395625015
03-04-2019 23:00:05:14,1.458140421192005,0.3405189609070679,-1.4435377109389038
03-04-2019 23:00:05:54,0.5971608942443225,-0.2503013342077738,-0.3246862899636427
03-04-2019 23:00:05:89,1.4397184074804241,-0.21256033603010682,0.6902838301787534
03-04-2019 23:00:05:124,1.2951453637482724,0.4542263094560812,-1.359688485459451
03-04-2019 23:00:05:159,1.1782429542247208,0.4748231230502978,-0.4349507250791181
03-04-2019 23:00:05:198,1.8896321852442457,-0.6209408382345207,1.3442196038298306
03-04-2019 23:00:05:234,1.601468539247466,0.33797797785581085,-0.5172059607053717
03-04-2019 23:00:05:270,0.9206453410407984,0.04697273030337484,0.5645033625557756
03-04-2019 23:00:05:308,0.06451276581629622,0.07470130168793926,0.06126911868419227
03-04-2019 23:00:05:345,0.36525987882262434,0.4323283215779471,-0.19805811873416224
03-04-2019 23:00:05:384,1.9286914664973485,-1.3774225048757764,0.33091282446622294
03-04-2019 23:00:05:422,1.0718637871332992,-0.28765071560566846,1.893092977408674
03-04-2019 23:00:05:457,1.4935316395091458,-0.527023363713272,-0.27196162801002566
03-04-2019 23:00:05:495,1.7773459234841174,-0.8732231143762712,0.8117905549467779
03-04-2019 23:00:05:533,0.8545444968790483,-0.7975064112825094,0.5159267656057114
03-04-2019 23:00:05:569,0.7977528544824684,-0.03286368851194005,0.4015984952922878
03-04-2019 23:00:05:605,1.157255526774804,-0.9084141566419973,0.5139170276324759
03-04-2019 23:00:05:641,1.222271815034628,0.015521186687452615,-0.297256292721918
03-04-2019 23:00:05:678,0.8190108101311343,0.39058405768673155,0.2356287257759121
03-04-2019 23:00:05:714,2.275111214140542,-1.5856118493113698,1.0011166857787344
03-04-2019 23:00:05:755,0.4782064898741115,0.2746208171638874,0.9366956306563903
03-04-2019 23:00:05:791,0.6527927617961196,-0.33610405864820897,0.8489964349252459
03-04-2019 23:00:05:828,2.0848324902821007,-1.4088651187245895,1.0580446211527301
03-04-2019 23:00:05:864,1.6278938388758797,-1.4279246762105369,0.6471657880787445
03-04-2019 23:00:05:901,1.72404199521673,-0.7796672513498519,-0.13219791361158767
03-04-2019 23:00:05:941,0.6720958576504675,1.0829037434890916,-0.7097186689169258
03-04-2019 23:00:05:976,0.13628143995538028,0.8287820885806216,-0.8030835010618538
03-04-2019 23:00:06:15,1.9990177453393825,-0.04173053382996972,-0.3861261178782781
03-04-2019 23:00:06:52,0.8596021710159252,0.5468824246223563,-0.3227265861594227
03-04-2019 23:00:06:93,1.5328636342090294,-0.014022457797199905,-0.415629412355381
03-04-2019 23:00:06:130,0.5588027498054711,0.1850166906555446,-0.441393968226539
03-04-2019 23:00:06:168,0.3393519022615056,0.9552403214004418,-0.029276916837752354
03-04-2019 23:00:06:208,2.2611203578580565,-0.33824411894841167,0.5149341849176597
03-04-2019 23:00:06:245,2.323142250066167,-0.6047411893081415,-1.029793583998455
03-04-2019 23:00:06:282,2.5427354335678114,-1.6566342376560232,0.3903615165820769
03-04-2019 23:00:06:317,1.7311435116183065,0.2034931245059688,-0.4902993541965468
03-04-2019 23:00:06:353,1.724169559490658,-0.2379823194801639,0.7059635793731434
03-04-2019 23:00:06:390,2.2081056419563465,-0.36533745144822316,0.3915009110290938
03-04-2019 23:00:06:427,1.601212648309182,-0.11827932881271641,-0.5568759336241579
03-04-2019 23:00:06:464,1.4676249350657788,-0.13647694935743948,-0.22854599420689764
03-04-2019 23:00:06:500,1.460707132994997,-0.9716197681477463,-0.16073358658097078
03-04-2019 23:00:06:541,0.5722457616605094,0.3805370339190372,0.6299482062422148
03-04-2019 23:00:06:577,0.8425654088406338,0.47031336344287644,0.6784707831941589
